产品名称,航线,上浮价格,政策返点,出票OFFICE,备注,产品有限期,airline,airline_name,订座舱位,产品代码,column_10,政策返点（后返+车辆后返+代理费),票证类型,column_11
“悦享免改”经济舱,所有航线,1200元,430元,KMG319/KMG279/CTU152/SZX146,,2026年9月30日(含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，BAJ1,BAJ1,,,,
“畅游+ ”门票,所有航线,190元,60元,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，BAB1,BAB1,,,,
“畅游+ ”门票,所有航线,520元,110元,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，BAC1,BAC1,,,,
“畅游+”伴手礼,所有航线,140元,35元,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，DAS1,DAS1,,,,
“畅游+”伴手礼,所有航线,240元,60元,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，CPD1,CPD1,,,,
“畅游+”伴手礼,所有航线,300元,65元,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，CPE1,CPE1,,,,
“畅游+”伴手礼,所有航线,260元,60元,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，CPI1,CPI1,,,,
“畅游+”伴手礼,所有航线,530元,85元,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,H/K/L/M/X/V/N/A/U/T，CNC1,CNC1,,,,
高舱高返（锦程添金）,所有航线,15%>=X<20%,40%（后返形式）,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,"适用最低开放舱：H/K/L/M/X/V/N/A/U/T
适用预定舱位(高舱)：Y/H/K/L/M/X/V/N，CPP1
",CPP1,,,,
高舱高返（锦程添金）,所有航线,X>=20%,50%（后返形式）,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,"适用最低开放舱：H/K/L/M/X/V/N/A/U/T
适用预定舱位(高舱)：Y/H/K/L/M/X/V/N，CPP1
",CPP1,,,,
高舱高返（锦程添金）,所有航线,X>=20%,50%（后返形式）,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,HU,海南航空,"适用最低开放舱：H/K/L/M/X/V/N/A/U/T
适用预定舱位(高舱)：Y/H/K/L/M/X/V/N，CPP1
",CPP1,,,,
1、飞祥有礼,所有航线,120,35,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,8L,祥鹏航空,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,FXYL ,,,,
1、飞祥有礼,所有航线,200,100,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,8L,祥鹏航空,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,FXYL,,,,
1、飞祥有礼,所有航线,300,150,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,8L,祥鹏航空,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,FXYL,,,,
1、飞祥有礼,所有航线,400,200,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,8L,祥鹏航空,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,FXYL,,,,
1、飞祥有礼,所有航线,600,360,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,8L,祥鹏航空,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,FXYL,,,,
1、飞祥有礼,所有航线,800,480,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,8L,祥鹏航空,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,FXYL,,,,
1、飞祥有礼,所有航线,1000,600,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,8L,祥鹏航空,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,FXYL,,,,
2、超值经济舱产品,所有航线,130,15,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,8L,祥鹏航空,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",,,,,
2、超值经济舱产品,所有航线,200,70,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,8L,祥鹏航空,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",,,,,
2、超值经济舱产品,所有航线,300,120,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,8L,祥鹏航空,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",,,,,
2、超值经济舱产品,所有航线,400,170,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,8L,祥鹏航空,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",,,,,
2、超值经济舱产品,所有航线,600,270,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,8L,祥鹏航空,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",,,,,
3、祥鹏航空贵宾室专享产品票务,所有航线,70,10,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,8L,祥鹏航空,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,GBSZX,,,,
3、祥鹏航空贵宾室专享产品票务,所有航线,130,10,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,8L,祥鹏航空,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,GBSZX,,,,
3、祥鹏航空贵宾室专享产品票务,所有航线,180,80,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,8L,祥鹏航空,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,GBSZX,,,,
3、祥鹏航空贵宾室专享产品票务,所有航线,320,140,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,8L,祥鹏航空,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,GBSZX,,,,
3、祥鹏航空贵宾室专享产品票务,所有航线,460,230,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,8L,祥鹏航空,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,GBSZX,,,,
4、优惠退改,所有航线,100,10,KMG319/KMG279/CTU152,"1.经济舱前三排
2.优惠退改
3.在经济舱外放基础上上浮100元，不得大于经济舱公布普通票价。

自愿改期：YHTG1/YHTG2 均按照以下规则进行改期操作。
航班计划出港时间 336 小时（含）之前，每次收取实际票面
价 5%的改期手续费；航班计划出港时间前 336 小时（不含）至航
班计划出港时间前 72 小时（含），每次收取实际票面价 10%的改
期手续费；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时（含），每次收取实际票面价 30%的改期手续费；
航班计划出港时间前 48 小时（不含）至航班计划出港时间前 4 小
时（含），每次收取实际票面价 40%的改期手续费；航班计划出港
时间前 4 小时（不含）至航班起飞后，每次收取实际票面价 50%
的改期手续费。
",有效,8L,祥鹏航空,"订E舱 联动舱位：L/M/X/V/N/Q/A/U/T/Z（含小舱位） 产品代码：YHTG2
",YHTG2,,,,
5、往返特惠,所有航线,直减0%,10,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",有效,8L,祥鹏航空,Y,,,,,
5、往返特惠,所有航线,直减5%,10,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",有效,8L,祥鹏航空,H/K/L/M/X,,,,,
5、往返特惠,所有航线,直减7%,10,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",有效,8L,祥鹏航空,V/N/Q/A/U/T/Z/P,,,,,
6、海天无限,所有航线,下浮比例（旺季：国庆/暑运）,10,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,8L,祥鹏航空,下浮比例（淡季）,,,,,
6、海天无限,所有航线,0,0,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,8L,祥鹏航空,Y,,,,,
6、海天无限,所有航线,0.05,0.03,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,8L,祥鹏航空,H/K,,,,,
6、海天无限,所有航线,0.07,0.05,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,8L,祥鹏航空,L/M/X,,,,,
6、海天无限,所有航线,0.1,0.07,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,8L,祥鹏航空,V/N/Q,,,,,
6、海天无限,所有航线,0.1,0.07,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,8L,祥鹏航空,A/U/T/Z/P,,,,,
7、GP免费行李,所有航线,无,无,KMG319/KMG279/CTU152,"BSP,B2B  Y舱20KG  
B/H/K/L/M/X/G  10KG
V/N/Q/A/U/T/Z  0KG",有效,8L,祥鹏航空,GP免费行李20KG                                Y/B/H/K/L/M/X/V/N/Q/A/U/T/Z（不含小舱位）舱免费行李额：20KG,,,,,
8、商旅优选产品,所有航线,50,25,KMG319/KMG279/CTU152,免费行李额：按现行《祥鹏航空国内航班行李政策差异化标准政策》执行,有效,8L,祥鹏航空,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：SLYX,SLYX,,,,
8、商旅优选产品,所有航线,100,50,KMG319/KMG279/CTU152,免费行李额：按现行《祥鹏航空国内航班行李政策差异化标准政策》执行,有效,8L,祥鹏航空,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：SLYX,SLYX,,,,
云南地区属地GP溢价产品,云南进出港国内航班,200,160,KMG319,"（一）票价计算：销售价格=订座舱位价格+上浮金额。
（二）“票价”栏：PAT:A#C@GP(仅适用GP标识客票)
（三）“税款”栏：按实际征收标准打印民航发展基金、燃油附加费及其他税费。
（四）EI签注项栏：按系统自动生成打印“不得签转，退改收费GPYJ”。
（五）免费行李额：20KG。
（六）其它各项的打印规定同普通经济舱客票。",有效,8L,祥鹏航空,H/K/L/M/X/V/N/Q/A/U/T/Z/P,GPYJ,,,,
云南地区属地GP溢价产品,云南进出港国内航班,300,240,KMG319,"（一）票价计算：销售价格=订座舱位价格+上浮金额。
（二）“票价”栏：PAT:A#C@GP(仅适用GP标识客票)
（三）“税款”栏：按实际征收标准打印民航发展基金、燃油附加费及其他税费。
（四）EI签注项栏：按系统自动生成打印“不得签转，退改收费GPYJ”。
（五）免费行李额：20KG。
（六）其它各项的打印规定同普通经济舱客票。",有效,8L,祥鹏航空,H/K/L/M/X/V/N/Q/A/U/T/Z/P,GPYJ,,,,
